HIP,HD,HR,Bayer,Fl,Cst
23595,32831,1652,"gam",,"Cae"
24659,34642,1743,"omi",,"Col"
19747,26967,1326,"alf",,"Hor"
19515,26612,1302,"del",,"Hor"
15510,20794,1008,"e",82,"Eri"
16870,22663,1106,"y",,"Eri"
17797,24071,1189,"f",,"Eri"
17351,23319,1143,"h",,"Eri"
17874,24160,1195,"g",,"Eri"
18213,24626,1214,"i",,"Eri"
16156,21635,1058,"chi03",,"For"
15987,21423,1042,"chi01",,"For"
16112,21574,1054,"chi02",,"For"
17304,23227,1134,"del",,"For"
21861,29992,1503,"bet",,"Cae"
20042,27376,1347,"ups04",41,"Eri"
20535,28028,1393,"d",43,"Eri"
22280,30608,1539,"zet",,"Cae"
21393,29291,1464,"ups02",52,"Eri"
21248,29085,1453,"ups01",50,"Eri"
17738,23940,1184,"rho",,"For"
1599,1581,77,"zet",,"Tuc"
2578,3003,136,"bet03",,"Tuc"
2487,2885,127,"bet02",,"Tuc"
2484,2884,126,"bet01",,"Tuc"
4829,6192,295,"ome",,"Phe"
3405,4150,191,"eta",,"Phe"
3277,3980,183,"ksi",,"Phe"
7588,10144,472,"alf",,"Eri"
7751,10360,486,"p",,"Eri"
7978,10647,506,"q01",,"Eri"
8241,10939,520,"q02",,"Eri"
5348,6882,338,"zet",,"Phe"
8240,10934,519," ",120,"Phe"
3949,4919,242,"rho",,"Phe"
7083,9362,440,"del",,"Phe"
5165,6595,322,"bet",,"Phe"
5862,7570,370,"nu.",,"Phe"
6867,9053,429,"gam",,"Phe"
10602,14228,674,"phi",,"Eri"
9007,11937,566,"chi",,"Eri"
11407,15371,721,"kap",,"Eri"
8837,11695,555,"psi",,"Phe"
9459,12524,602,"chi",,"Phe"
12413,16754,789,"s",,"Eri"
12486,16815,794,"iot",,"Eri"
8882,11753,558,"phi",,"Phe"
11867,15975,744,"lam01",,"For"
11477,15427,724,"phi",,"For"
10320,13709,652,"mu.",,"For"
2472,2834,125,"lam01",,"Phe"
2802,3302,147,"lam02",,"Phe"
3245,3919,180,"mu.",,"Phe"
88,224834,9081,"tau",,"Phe"
5300,6767,331,"ups",,"Phe"
4770,6055,288,"ksi",,"Scl"
765,496,25,"eps",,"Phe"
2072,2262,100,"kap",,"Phe"
2081,2261,99,"alf",,"Phe"
3356,4065,185,"lam01",,"Scl"
3456,4211,195,"lam02",,"Scl"
6759,8879,423,"R",,"Scl"
9440,12438,594,"pi.",,"For"
9677,12767,612,"nu.",,"For"
7955,10537,497,"pi.",,"Scl"
7463,9906,462,"tau",,"Scl"
4852,6178,293,"sig",,"Scl"
4577,5737,280,"alf",,"Scl"
8209,10830,514,"eps",,"Scl"
6960,9132,433," ",48,"Cet"
13847,18622,897,"the01",,"Eri"
13473,18149,863,"psi",,"For"
13225,17793,848,"eta02",,"For"
13265,17829,851,"eta03",,"For"
13040,17528,835,"eta01",,"For"
14879,20010,963,"alf",,"For"
12186,16417,772,"lam02",,"For"
13147,17652,841,"bet",,"For"
12288,16538,777,"iot02",,"For"
13202,17729,845,"gam02",,"For"
12122,16307,767,"iot01",,"For"
11918,16046,749,"ome",,"For"
14086,18907,914,"eps",,"For"
13942,18692,901,"zet",,"For"
13197,17713,844,"gam01",,"For"
14146,18978,919,"tau03",11,"Eri"
13782,18454,883," ",4,"Eri"
13835,18535,889," ",6,"Eri"
17618,23738,1171,"sig",,"For"
17007,22789,1114,"tau",,"For"
18673,25267,1240,"tau09",36,"Eri"
18216,24587,1213,"tau08",33,"Eri"
17717,23878,1181,"tau07",28,"Eri"
17651,23754,1173,"tau06",27,"Eri"
15382,20610,994," ",15,"Eri"
15474,20720,1003,"tau04",16,"Eri"
16611,22203,1088,"tau05",19,"Eri"
16803,22470,1100," ",20,"Eri"
18543,25025,1231,"gam",34,"Eri"
17593,23614,1162,"pi.",26,"Eri"
11072,14802,695,"kap",,"For"
13288,17824,850,"tau02",2,"Eri"
12843,17206,818,"tau01",1,"Eri"
9061,11930,565," ",56,"Cet"
9347,12274,585,"ups",59,"Cet"
9326,12255,583," ",57,"Cet"
11783,15798,740,"sig",76,"Cet"
11345,15130,708,"rho",72,"Cet"
12770,17081,811,"pi.",89,"Cet"
17378,23249,1136,"del",23,"Eri"
16537,22049,1084,"eps",18,"Eri"
15244,20395,988," ",14,"Eri"
15197,20320,984,"zet",13,"Eri"
12390,16620,781,"eps",83,"Cet"
13701,18322,874,"eta",3,"Eri"
12002,16074,752," ",77,"Cet"
12107,16212,759," ",80,"Cet"
14060,18784,907,"rho01",8,"Eri"
14293,19107,925,"rho03",10,"Eri"
14168,18953,917,"rho02",9,"Eri"
14040,18760,904," ",7,"Eri"
13951,18633,899," ",5,"Eri"
43908,79837,3678,"zet",,"Oct"
53702,96124,4312,"eta",,"Oct"
49065,87971,3983,"mu.",,"Cha"
49326,88351,3997,"mu.02",,"Cha"
46928,83979,3860,"zet",,"Cha"
46107,82554,3795,"iot",,"Cha"
52633,93845,4234,"del02",,"Cha"
52595,93779,4231,"del01",,"Cha"
51839,92305,4174,"gam",,"Cha"
47956,85396,3902,"nu.",,"Cha"
50954,90589,4102,"I",,"Car"
31897,50506,2559,"zet",,"Men"
36039,60816,2919,"eps",,"Men"
42794,75747,3524," ",9,"Cha"
42637,75416,3502,"eta",,"Cha"
40888,71701,3340,"the",,"Cha"
40702,71243,3318,"alf",,"Cha"
33384,54239,2689,"the",,"Men"
46741,83095,3821,"H",,"Car"
44599,78791,3643,"G",,"Car"
41003,71576,3334,"eta",,"Vol"
40817,71046,3301,"kap01",,"Vol"
40834,71066,3302,"kap02",,"Vol"
42425,74405,3460,"the",,"Vol"
44626,78764,3642,"E",,"Car"
45238,80007,3685,"bet",,"Car"
58484,104174,4583,"eps",,"Cha"
56675,101132,4479,"pi.",,"Cha"
51438,91375,4138,"K",,"Car"
57581,102584,4530,"mu.",,"Mus"
57363,102249,4520,"lam",,"Mus"
52419,93030,4199,"the",,"Car"
54301,96566,4325,"z",,"Car"
50099,89080,4037,"ome",,"Car"
50847,90264,4089,"L",,"Car"
50083,88981,4025,"M",,"Car"
44382,78045,3615,"alf",,"Vol"
48002,85123,3890,"ups",,"Car"
47854,84810,3884,"l",,"Car"
47391,83944,3856,"m",,"Car"
49751,88366,3999,"S",,"Car"
50371,89388,4050,"q",,"Car"
51576,91465,4140,"p",,"Car"
52468,93070,4200,"w",,"Car"
51912,92063,4164,"t01",,"Car"
51232,90853,4114,"s",,"Car"
37504,63295,3024,"zet",,"Vol"
29271,43834,2261,"alf",,"Men"
32912,51557,2602,"iot",,"Vol"
34481,55865,2736,"gam02",,"Vol"
34473,55864,2735,"gam01",,"Vol"
35228,57623,2803,"del",,"Vol"
39794,68520,3223,"eps",,"Vol"
41312,71878,3347,"bet",,"Vol"
39138,66591,3159,"D",,"Car"
40429,69863,3260,"C",,"Car"
30321,45669,2352,"pi.01",,"Dor"
30565,46116,2377,"pi.02",,"Dor"
29134,43107,2221,"nu.",,"Dor"
28909,42525,2194,"eta01",,"Dor"
39903,68456,3220,"B",,"Car"
45101,79447,3663,"i",,"Car"
45856,81101,3728,"k",,"Car"
45556,80404,3699,"iot",,"Car"
45080,79351,3659,"a",,"Car"
45496,80230,3696,"g",,"Car"
43783,76728,3571,"c",,"Car"
42568,74375,3457,"d",,"Car"
44143,77370,3598,"b02",,"Car"
43937,77002,3582,"b01",,"Car"
46974,83183,3825,"h",,"Car"
46701,82668,3803,"N",,"Vel"
48774,86440,3940,"phi",,"Vel"
47717,84461,3875,"O",,"Vel"
45941,81188,3734,"kap",,"Vel"
46283,81848,3753,"I",,"Vel"
46950,83058,3819,"L",,"Vel"
45631,80456,3703,"K",,"Vel"
41037,71129,3307,"eps",,"Car"
42129,73390,3415,"e01",,"Car"
42134,73389,3414,"e02",,"Car"
43105,75311,3498,"f",,"Car"
42913,74956,3485,"del",,"Vel"
42536,74195,3447,"omi",,"Vel"
41483,71935,3350,"F",,"Vel"
42177,73340,3413,"E",,"Vel"
42088,73155,3407,"C",,"Vel"
43878,76805,3574,"H",,"Vel"
42834,74753,3476,"D",,"Vel"
42624,74272,3452,"n",,"Vel"
43413,75821,3527,"f",,"Vel"
43023,75063,3487,"a",,"Vel"
44511,78004,3614,"c",,"Vel"
43347,75710,3520,"g",,"Vel"
57669,102776,4537,"j",,"Cen"
56561,100841,4467,"lam",,"Cen"
56250,100262,4442,"omi02",,"Cen"
56243,100261,4441,"omi01",,"Cen"
54461,96919,4338,"z02",,"Car"
54751,97534,4352,"y",,"Car"
54463,96918,4337,"x",,"Car"
53394,94776,4271,"T",,"Car"
53253,94510,4257,"u",,"Car"
56480,100673,4460,"A",,"Cen"
55425,98718,4390,"pi.",,"Cen"
52102,92397,4177,"t02",,"Car"
51849,91942,4159,"r",,"Car"
51192,90772,4110,"P",,"Car"
52154,92449,4180,"x",,"Vel"
50676,89890,4074,"J",,"Vel"
49712,88206,3990,"Q",,"Vel"
51523,91324,4134,"Y",,"Vel"
52727,93497,4216,"mu.",,"Vel"
51986,92139,4167,"p",,"Vel"
51635,91504,4143,"t",,"Vel"
51561,91355,4135,"s",,"Vel"
56700,101067,4476,"C03",,"Cen"
56573,100825,4466,"C02",,"Cen"
56518,100733,4463,"C01",,"Cen"
57803,102964,4546,"B",,"Cen"
53773,95370,4293,"i",,"Vel"
53502,94890,4273,"iot",,"Ant"
47175,83446,3836,"M",,"Vel"
48374,85622,3912,"m",,"Vel"
48224,85355,3898,"u",,"Vel"
50799,89998,4080,"r",,"Vel"
50191,88955,4023,"q",,"Vel"
47267,83548,3842,"y",,"Vel"
46651,82434,3786,"psi",,"Vel"
45344,79735,3674,"z",,"Vel"
44816,78647,3634,"lam",,"Vel"
45439,79917,3682,"l",,"Vel"
48926,86629,3947,"eta",,"Ant"
46515,82150,3765,"eps",,"Ant"
51821,91793,4153,"U",,"Ant"
51172,90610,4104,"alf",,"Ant"
51376,90972,4118,"del",,"Ant"
51718,91550,4145," ",44,"Hya"
29353,43455,2245,"eta02",,"Dor"
32607,50241,2550,"alf",,"Pic"
31137,46860,2412,"mu.",,"Pic"
36942,61248,2934,"Q",,"Car"
30932,46355,2389," ",61,"Pic"
30342,45229,2320,"nu.",,"Pic"
32531,49877,2526,"O",,"Car"
32761,50337,2554,"A",,"Car"
29276,42933,2212,"del",,"Pic"
30438,45348,2326,"alf",,"Car"
31407,47306,2435,"N",,"Car"
32768,50310,2553,"tau",,"Pup"
33779,53047,2652," ",23,"Car"
37043,61391,2940,"y02",,"Pup"
37174,61715,2957,"y03",,"Pup"
34059,53811,2672,"H",,"Pup"
34834,55892,2740,"I",,"Pup"
34899,56022,2746,"L01",,"Pup"
35347,57197,2789,"M",,"Pup"
36377,59717,2878,"sig",,"Pup"
38827,65575,3117,"chi",,"Car"
40282,69194,3247," ",16,"Vel"
41039,70930,3294,"B",,"Vel"
41616,72108,3358,"A",,"Vel"
38957,65818,3129,"V",,"Pup"
38518,64760,3090,"J",,"Pup"
38917,65685,3121,"O",,"Pup"
39953,68273,3207,"gam02",,"Vel"
40155,68808,3232,"AH",,"Vel"
42570,74180,3445,"b",,"Vel"
42312,73634,3426,"e",,"Vel"
42884,74772,3477,"d",,"Vel"
43325,75630,3514,"h",,"Vel"
38089,63744,3046,"Q",,"Pup"
38164,63922,3055,"P",,"Pup"
38872,65551,3116,"N",,"Pup"
39429,66811,3165,"zet",,"Pup"
37664,62713,3002,"W",,"Pup"
38414,64440,3080,"a",,"Pup"
38455,64503,3084,"b",,"Pup"
37819,63032,3017,"c",,"Pup"
40326,69142,3243,"h02",,"Pup"
40091,68553,3225,"h01",,"Pup"
40706,70060,3270,"q",,"Pup"
40274,68980,3237,"r",,"Pup"
40945,70555,3282,"w",,"Pup"
30591,45572,2348,"G",,"Pup"
31765,47973,2462,"Y",,"Pup"
31685,47670,2451,"nu.",,"Pup"
32765,50223,2548,"X",,"Pup"
34922,56096,2748,"L02",,"Pup"
34802,55719,2727,"E",,"Pup"
35393,57240,2791,"F",,"Pup"
34081,53704,2666,"C",,"Pup"
34339,54475,2691,"D",,"Pup"
34495,54893,2702,"A",,"Pup"
28957,42078,2171,"pi.01",,"Col"
29064,42303,2181,"pi.02",,"Col"
32537,49591,2518,"x",,"Pup"
33558,52092,2619,"t",,"Pup"
32759,50013,2538,"kap",13,"CMa"
32292,48917,2492," ",10,"CMa"
37297,61831,2961,"d01",,"Pup"
36363,59635,2875,"y",,"Pup"
37329,61899,2964,"d03",,"Pup"
37322,61878,2963,"d02",,"Pup"
37345,61925,2968,"d04",,"Pup"
37223,61641,2954,"e",,"Pup"
36778,60606,2911,"z",,"Pup"
37096,61330,2937,"f",,"Pup"
37853,63077,3018," ",171,"Pup"
35264,56855,2773,"pi.",,"Pup"
35363,57150,2787,"v01",,"Pup"
35406,57219,2790,"v02",,"Pup"
38423,64379,3079," ",212,"Pup"
38901,65456,3113,"chi",,"Pup"
37677,62623,2996,"l",3,"Pup"
37648,62576,2993," ",1,"Pup"
38070,63462,3034,"omi",,"Pup"
35904,58350,2827,"eta",31,"CMa"
33579,52089,2618,"eps",21,"CMa"
35037,56139,2749,"ome",28,"CMa"
34981,56014,2745," ",27,"CMa"
33856,52877,2646,"sig",22,"CMa"
34444,54605,2693,"del",25,"CMa"
34798,55522,2718," ",26,"CMa"
36917,60863,2922,"p",,"Pup"
37229,61555,2948,"kap01",,"Pup"
37173,61429,2944,"m",,"Pup"
38146,63660,3043," ",188,"Pup"
38170,63700,3045,"ksi",7,"Pup"
35415,57061,2782,"tau",30,"CMa"
35412,57060,2781,"UW",29,"CMa"
35210,56577,2764," ",145,"CMa"
36817,60584,2909,"n",,"Pup"
44191,77258,3591,"w",,"Vel"
45386,79807,3677,"k01",,"Vel"
45448,79940,3684,"k",,"Vel"
42515,74006,3438,"bet",,"Pyx"
46657,82383,3780,"zet01",,"Ant"
46734,82513,3789,"zet02",,"Ant"
45001,78922,3644,"eps",,"Pyx"
46026,81169,3733,"lam",,"Pyx"
45902,80874,3718,"the",,"Pyx"
42828,74575,3468,"alf",,"Pyx"
42483,73898,3433,"zet",,"Pyx"
43409,75691,3518,"gam",,"Pyx"
42334,73495,3420,"eta",,"Pyx"
43825,76483,3556,"del",,"Pyx"
44824,78541,3628,"kap",,"Pyx"
47758,84367,3871,"the",,"Ant"
47522,83953,3858,"I",,"Hya"
46371,81799,3749,"G",,"Hya"
48356,85444,3903,"ups01",39,"Hya"
47452,83754,3849,"kap",38,"Hya"
39757,67523,3185,"rho",15,"Pup"
39023,65699,3123," ",12,"Pup"
42662,74137,3441," ",9,"Hya"
38835,65228,3102,"j",11,"Pup"
39524,66834,3168," ",14,"Pup"
39906,67797,3192," ",16,"Pup"
38211,63697,3044," ",6,"Pup"
38427,64238,3073," ",10,"Pup"
40604,69665,3257," ",21,"Pup"
40259,68752,3229," ",20,"Pup"
41067,70673,3289," ",22,"Pup"
40035,68146,3202," ",18,"Pup"
40084,68290,3211," ",19,"Pup"
43067,74918,3484,"D",12,"Hya"
45588,80105,," ",25,"Hya"
45751,80499,3706," ",26,"Hya"
47427,83650,3846," ",37,"Hya"
47249,83373,3832," ",34,"Hya"
46365,81728,3744," ",29,"Hya"
46390,81797,3748,"alf",30,"Hya"
45811,80586,3709,"P",27,"Hya"
45526,79931,3683," ",24,"Hya"
44961,78732,3641," ",20,"Hya"
44883,78556,3630," ",19,"Hya"
45184,79193,3655," ",21,"Hya"
45527,79910,3681," ",23,"Hya"
42509,73840,3431,"a",6,"Hya"
42146,72968,3398," ",3,"Hya"
42835,74395,3459,"F",,"Hya"
43822,76369,3552," ",17,"Hya"
43496,75737,3523," ",15,"Hya"
43305,75333,3500," ",14,"Hya"
74296,131596,5557,"ome",,"Oct"
76996,137333,5729,"rho",,"Oct"
66753,117374,5084,"kap",,"Oct"
63031,111482,4870,"iot",,"Oct"
70638,124882,5339,"del",,"Oct"
73540,130650,5525,"pi.01",,"Oct"
73771,131246,5545,"pi.02",,"Oct"
69896,123998,5303,"eta",,"Aps"
72370,129078,5470,"alf",,"Aps"
81065,147675,6102,"gam",,"Aps"
81852,149324,6163,"bet",,"Aps"
80047,145366,6020,"del01",,"Aps"
80057,145388,6021,"del02",,"Aps"
70248,124771,5336,"eps",,"Aps"
68815,122250,5261,"the",,"Aps"
60000,106911,4674,"bet",,"Cha"
65468,116244,5042,"iot01",,"Mus"
65628,116579,5051,"iot02",,"Mus"
73223,131109,5540,"R",,"Aps"
76750,138800,5782,"kap02",,"Aps"
76013,137387,5730,"kap01",,"Aps"
82273,150798,6217,"alf",,"TrA"
80686,147584,6098,"zet",,"TrA"
81710,149671,6172,"eta01",,"TrA"
84979,156190,6411,"iot",,"Aps"
84969,156277,6417,"zet",,"Aps"
81252,148890,6151,"the",,"TrA"
77982,141767,5891,"kap",,"TrA"
74946,135382,5671,"gam",,"TrA"
76440,138538,5771,"eps",,"TrA"
77952,141891,5897,"bet",,"TrA"
80645,147787,6109,"iot",,"TrA"
79664,145544,6030,"del",,"TrA"
79153,144480,5994,"iot02",,"Nor"
78662,143474,5961,"iot01",,"Nor"
58905,104902,4605,"kap",,"Cha"
61199,109026,4773,"gam",,"Mus"
63613,112985,4923,"del",,"Mus"
64661,114911,4993,"eta",,"Mus"
72965,131058,5539,"zet",,"Cir"
71908,128898,5463,"alf",,"Cir"
61981,110311,4820,"R",,"Mus"
61585,109668,4798,"alf",,"Mus"
62322,110879,4844,"bet",,"Mus"
59551,106111,4645,"S",,"Mus"
60329,107567,4704,"zet01",,"Mus"
61404,109372,,"BO",,"Mus"
64094,113904,4952,"the",,"Mus"
59929,106849,4671,"eps",,"Mus"
60320,107566,4703,"zet02",,"Mus"
65387,116243,5041,"m",,"Cen"
68702,122451,5267,"bet",,"Cen"
65271,116087,5035,"J",,"Cen"
74837,135291,5666,"eps",,"Cir"
73776,132905,5593,"eta",,"Cir"
73129,131492,5551,"the",,"Cir"
74778,135240,5664,"del",,"Cir"
75323,136415,5704,"gam",,"Cir"
74824,135379,5670,"bet",,"Cir"
71681,128621,5460,"alf",,"Cen"
71683,128620,5459,"alf",,"Cen"
74395,134505,5649,"zet",,"Lup"
70069,125288,5358,"v",,"Cen"
72290,129893,5495,"b",,"Lup"
71121,127381,5425,"sig",,"Lup"
71536,128345,5453,"rho",,"Lup"
73095,131562,5556,"c",,"Lup"
74380,134482,5647,"kap02",,"Lup"
74376,134481,5646,"kap01",,"Lup"
75181,136352,5699,"nu.02",,"Lup"
75206,136351,5698,"nu.01",,"Lup"
74911,135734,5683,"mu.",,"Lup"
73807,133242,5605,"pi.",,"Lup"
71860,129056,5469,"alf",,"Lup"
74117,133955,5626,"lam",,"Lup"
73273,132058,5571,"bet",,"Lup"
73334,132200,5576,"kap",,"Cen"
86929,160635,6582,"eta",,"Pav"
85727,158094,6500,"del",,"Ara"
83081,152786,6285,"zet",,"Ara"
87314,161783,6622,"ups01",,"Ara"
86305,159492,6549,"pi.",,"Ara"
85267,157246,6462,"gam",,"Ara"
85258,157244,6461,"bet",,"Ara"
83431,153580,6314,"eps02",,"Ara"
85312,157457,6468,"kap",,"Ara"
82363,151249,6229,"eta",,"Ara"
81589,149730,,"R",,"Ara"
79497,145361,6019,"zet",,"Nor"
79509,145397,6024,"kap",,"Nor"
79490,145384,6022," ",39,"Nor"
80000,146686,6072,"gam02",,"Nor"
79790,146143,6058,"gam01",,"Nor"
83153,152980,6295,"eps01",,"Ara"
80582,147971,6115,"eps",,"Nor"
81122,149038,6155,"mu.",,"Nor"
87379,161917,6632,"ups02",,"Ara"
86796,160691,6585,"mu.",,"Ara"
86486,160032,6569,"lam",,"Ara"
86092,159217,6537,"sig",,"Ara"
85792,158427,6510,"alf",,"Ara"
85079,157042,6451,"iot",,"Ara"
85035,156979,,"V636",,"Sco"
86228,159532,6553,"the",,"Sco"
87294,161912,6631,"iot02",,"Sco"
87073,161471,6615,"iot01",,"Sco"
86670,160578,6580,"kap",,"Sco"
86170,159433,6546,"Q",,"Sco"
85927,158926,6527,"lam",35,"Sco"
82671,152236,6262,"zet01",,"Sco"
82729,152334,6271,"zet02",,"Sco"
84143,155203,6380,"eta",,"Sco"
82545,151985,6252,"mu.02",,"Sco"
82514,151890,6247,"mu.01",,"Sco"
85696,158408,6508,"ups",34,"Sco"
83574,154090,6334,"k",,"Sco"
78639,143546,5962,"eta",,"Nor"
76829,139664,5825,"g",,"Lup"
79653,145842,6045,"the",,"Nor"
78914,144197,5980,"del",,"Nor"
79963,146667,6071,"lam",,"Nor"
78384,143118,5948,"eta",,"Lup"
78918,144294,5987,"the",,"Lup"
75264,136504,5708,"eps",,"Lup"
76371,138769,5781,"d",,"Lup"
76552,139127,5797,"ome",,"Lup"
76297,138690,5776,"gam",,"Lup"
74449,134687,5651,"e",,"Lup"
75141,136298,5695,"del",,"Lup"
75439,136933,5719,"ups",,"Lup"
75501,137058,5724,"k",,"Lup"
75304,136664,5712,"phi02",,"Lup"
75177,136422,5705,"phi01",,"Lup"
76939,139980,5837,"h",,"Lup"
78105,142629,5925,"ksi01",,"Lup"
78106,142630,5926,"ksi02",,"Lup"
76705,139521,5820,"psi01",3,"Lup"
76945,140008,5839,"psi02",4,"Lup"
77634,141556,5883,"chi",5,"Lup"
81304,149447,6166,"H",,"Sco"
80911,148703,6143,"N",,"Sco"
82396,151680,6241,"eps",26,"Sco"
82960,152820,6288," ",27,"Sco"
82912,152783,,"RR",,"Sco"
79881,146624,6070,"d",,"Sco"
78104,142669,5928,"rho",5,"Sco"
79399,145483,6029,"c01",12,"Sco"
79404,145482,6028,"c02",13,"Sco"
81266,149438,6165,"tau",23,"Sco"
80763,148478,6134,"alf",21,"Sco"
80815,148605,6141,"i",22,"Sco"
82140,151179,6225," ",25,"Sco"
80112,147165,6084,"sig",20,"Sco"
80079,147084,6081,"omi",19,"Sco"
80473,147933,6112,"rho",5,"Oph"
80975,148898,6153,"ome",9,"Oph"
59072,105211,4616,"eta",,"Cru"
60009,106983,4679,"zet",,"Cru"
60718,108248,4730,"alf01",,"Cru"
58758,104671,4599,"the01",,"Cru"
58867,104841,4603,"the02",,"Cru"
62268,110829,4842,"iot",,"Cru"
62931,111973,4890,"kap",,"Cru"
62434,111123,4853,"bet",,"Cru"
63007,112078,4897,"lam",,"Cru"
60260,107446,4700,"eps",,"Cru"
61136,108968,4768," ",35,"Cru"
61966,110335,4823," ",39,"Cru"
63003,112092,4898,"mu.01",,"Cru"
63005,112091,4899,"mu.02",,"Cru"
66821,118991,5141,"Q",,"Cen"
66657,118716,5132,"eps",,"Cen"
67703,120642,5207,"N",,"Cen"
67234,119834,5172,"M",,"Cen"
65810,117150,5071,"K",,"Cen"
59747,106490,4656,"del",,"Cru"
61084,108903,4763,"gam",,"Cru"
60059,107079,4682,"F",,"Cen"
60710,108257,4732,"G",,"Cen"
63210,112409,4913,"H",,"Cen"
64004,113791,4942,"ksi02",,"Cen"
63724,113314,4933,"ksi01",,"Cen"
63945,113703,4940,"f",,"Cen"
62867,111915,4888,"e",,"Cen"
69996,125238,5354,"iot",,"Lup"
68002,121263,5231,"zet",,"Cen"
68523,122223,5260,"ups02",,"Cen"
71500,128266,5450,"a",,"Lup"
70576,126354,5396,"tau02",,"Lup"
70574,126341,5395,"tau01",,"Lup"
72683,130807,5528,"omi",,"Lup"
71352,127972,5440,"eta",,"Cen"
71865,129116,5471,"b",,"Cen"
68282,121790,5249,"ups01",,"Cen"
67472,120324,5193,"mu.",,"Cen"
68862,122980,5285,"chi",,"Cen"
68245,121743,5248,"phi",,"Cen"
67464,120307,5190,"nu.",,"Cen"
70300,125823,5378,"a",,"Cen"
70090,125473,5367,"psi",,"Cen"
68933,123139,5288,"the",5,"Cen"
67819,120987,5222,"y",,"Cen"
59449,105937,4638,"rho",,"Cen"
59196,105435,4621,"del",,"Cen"
60823,108483,4743,"sig",,"Cen"
61622,109787,4802,"tau",,"Cen"
61932,110304,4819,"gam",,"Cen"
62012,110458,4831,"w",,"Cen"
59184,105416,4620,"E",,"Cen"
62896,111968,4889,"n",,"Cen"
59654,106321,4652,"D",,"Cen"
60855,108541,4748,"u",,"Cen"
61789,110073,4817,"l",,"Cen"
60449,107832,4712,"x01",,"Cen"
60610,108114,4724,"x02",,"Cen"
62683,111597,4874,"p",,"Cen"
65936,117440,5089,"d",,"Cen"
67244,119921,5174,"z",,"Cen"
66825,119090,5147,"T",,"Cen"
65109,115892,5028,"iot",,"Cen"
67457,120323,5192,"g",2,"Cen"
67669,120709,5210,"k",3,"Cen"
67153,119756,5168,"i",1,"Cen"
67786,120955,5221,"h",4,"Cen"
64803,115310,5006,"r",,"Cen"
64962,115659,5020,"gam",46,"Hya"
65835,117287,5080,"R",,"Hya"
72010,129456,5485,"c01",,"Cen"
72104,129685,5489,"c02",,"Cen"
76600,139365,5812,"tau",40,"Lib"
76470,139063,5794,"ups",39,"Lib"
76259,138688,5775," ",36,"Lib"
74604,135153,5660,"i",1,"Lup"
74857,135758,5686,"f",2,"Lup"
72571,130694,5526,"E",58,"Hya"
70753,126769,5407,"l",52,"Hya"
73566,132851,5591," ",60,"Hya"
73284,132219,5577," ",59,"Hya"
74500,134987,5657," ",23,"Lib"
73714,133216,5603,"sig",20,"Lib"
72378,130274,5517," ",57,"Hya"
72357,130259,5516," ",56,"Hya"
72323,130158,5514," ",55,"Hya"
72197,129926,5497,"m",54,"Hya"
72929,131430,5548," ",12,"Lib"
71974,129433,5484," ",4,"Lib"
77984,142445,5917," ",4,"Sco"
78265,143018,5944,"pi.",6,"Sco"
77840,142114,5904,"A",2,"Sco"
77909,142301,5912," ",3,"Sco"
77635,141637,5885,"b",1,"Sco"
76742,139663,5824," ",42,"Lib"
78401,143275,5953,"del",7,"Sco"
78990,144608,5997,"ome02",10,"Sco"
78933,144470,5993,"ome01",9,"Sco"
80343,147700,6104,"psi",4,"Oph"
79374,145502,6027,"nu.",14,"Sco"
77811,142096,5902,"lam",45,"Lib"
78820,144217,5984,"bet01",8,"Sco"
78821,144218,5985,"bet02",8,"Sco"
77939,142378,5915," ",47,"Lib"
78400,143333,5954," ",49,"Lib"
76880,139997,5838,"kap",43,"Lib"
76628,139446,5814," ",41,"Lib"
74392,134759,5652,"iot",24,"Lib"
74493,134967,5656," ",25,"Lib"
74600,135230,5662," ",26,"Lib"
75110,136366,5701," ",28,"Lib"
75848,137949,," ",33,"Lib"
76126,138485,5764,"zet",35,"Lib"
75944,138137,5750," ",34,"Lib"
75730,137744,5743," ",32,"Lib"
75118,136407,5703,"omi",29,"Lib"
75294,136801,," ",30,"Lib"
77853,142198,5908,"the",46,"Lib"
77060,140417,5848,"eta",44,"Lib"
78207,142983,5941," ",48,"Lib"
76333,138905,5787,"gam",38,"Lib"
70306,125932,5381,"k",51,"Hya"
69415,124206,5312," ",50,"Hya"
68895,123123,5287,"pi.",49,"Hya"
68269,121847,5250," ",47,"Hya"
68390,122066,5257," ",48,"Hya"
69929,125248,5355,"CS",,"Vir"
67494,120452,5196," ",89,"Vir"
67288,120052,5181," ",87,"Vir"
69974,125337,5359,"lam",100,"Vir"
70336,126035,5383," ",2,"Lib"
69427,124294,5315,"kap",98,"Vir"
73953,133800,," ",22,"Lib"
73945,133774,5622,"nu.",21,"Lib"
72622,130841,5531,"alf02",9,"Lib"
72603,130819,5530,"alf01",8,"Lib"
72194,129978,5503," ",5,"Lib"
72489,130559,5523,"mu.",7,"Lib"
72934,131530,5554,"ksi01",13,"Lib"
73133,131918,5564,"ksi02",15,"Lib"
73310,132345,5582," ",18,"Lib"
73249,132230,5578," ",17,"Lib"
75379,137052,5723,"eps",31,"Lib"
76219,138716,5777," ",37,"Lib"
74785,135742,5685,"bet",27,"Lib"
70794,126927,5410," ",106,"Vir"
73473,132742,5586,"del",19,"Lib"
